0,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,1,2,3
17,123.551,123.469,122.093,121.785,112.843,111.785,117.606,118.052,120.635,126.283,129.696,128.456,132.76,140.351,142.066,144.925,146.737,149.57,151.701,146.366,139.283,129.238,117.267,105.898,94.773,85.376,77.545,69.184,60.748,53.217,46.072,40.48,36.216,32.438,29.2,26.429,24.051,22.07,20.747,19.833,19,18.211,17.368,16.709,16.325,16.042,15.775,15.471,15.151,14.974,14.914,14.723,14.525,14.375,14.354,14.252,14.252,14.269,14.18,14.143,14.066,13.875,13.853,13.815,13.658,13.657,13.666,13.61,13.432,13.407,13.329,13.266,13.189,13.094,12.965,12.862,12.722,12.622,12.523,12.394,12.342,12.224,12.09,12.013,11.914,11.761,11.713,11.605,11.459,11.371,11.256,11.052,11.011,10.943,10.85,10.728,10.654,10.548,10.458,10.277,10.26,10.176,10.045,9.884,9.822,9.764,9.618,9.49,9.494,9.441,9.275,9.16,9.127,8.948,8.862,8.733,8.712,8.536,8.436,8.329,8.269,8.213,8.098,7.939,7.963,7.909,7.64,7.522,7.561,7.465,7.324,7.274,7.283,7.282,7.107,6.988,6.936,6.865,6.784,6.722,6.69,6.658,6.559,6.505,6.471,6.427,6.319,6.221,6.189,6.125,6.08,6.016,5.999,5.913,5.841,5.823,5.736,5.674,5.646,5.642,5.568,5.511,5.548,5.512,5.396,5.415,5.418,5.38,5.291,5.254,5.267,5.209,5.192,5.131,5.123,5.024,4.954,5.091,5.064,4.9,4.879,4.99,4.862,4.727,4.723,4.655,4.636,4.614,4.522,0.022,9.15,20.8
18,118.718,120.391,121.02,118.456,116.199,117.348,116.234,119.011,123.643,124.7,126.855,133.515,136.031,138.151,141.641,142.873,143.233,145.006,140.306,132.818,125.765,114.979,101.789,91.365,81.452,72.896,66.391,59.465,52.549,46.333,40.572,36.032,32.396,29.268,26.521,24.211,22.284,20.654,19.549,18.77,18.027,17.408,16.724,16.117,15.796,15.541,15.307,15.005,14.674,14.538,14.464,14.278,14.112,14,13.884,13.87,13.848,13.785,13.729,13.678,13.556,13.452,13.466,13.387,13.235,13.234,13.126,13.084,12.971,12.96,12.852,12.749,12.704,12.612,12.474,12.365,12.264,12.1,12.026,11.952,11.856,11.757,11.639,11.467,11.386,11.241,11.114,11.061,10.944,10.824,10.7,10.514,10.478,10.384,10.281,10.15,10.12,9.995,9.881,9.697,9.685,9.606,9.469,9.313,9.258,9.21,9.073,8.975,8.95,8.841,8.72,8.603,8.579,8.521,8.34,8.201,8.228,8.142,7.938,7.865,7.88,7.806,7.668,7.496,7.422,7.452,7.296,7.129,7.134,7.12,6.949,6.89,6.869,6.773,6.633,6.592,6.527,6.482,6.398,6.349,6.289,6.204,6.141,6.126,6.079,5.955,5.948,5.861,5.724,5.72,5.653,5.565,5.517,5.498,5.415,5.382,5.266,5.22,5.215,5.227,5.143,5.042,5.037,5.009,4.941,4.914,4.934,4.888,4.817,4.825,4.819,4.761,4.713,4.727,4.667,4.579,4.533,4.592,4.531,4.406,4.468,4.486,4.384,4.286,4.305,4.272,4.177,4.118,4.035,0.02,8.17,18.3
19,115.506,116.337,115.159,109.608,106.123,105.395,107.875,108.198,110.539,110.703,109.504,105.097,103.415,101.717,97.682,92.405,86.119,80.359,73.933,68.098,61.92,56.489,51.251,46.201,41.874,38.283,35.753,33.079,30.349,27.777,25.426,23.438,21.931,20.521,19.332,18.376,17.469,16.653,16.133,15.824,15.433,15.102,14.662,14.406,14.149,14.006,13.912,13.698,13.403,13.271,13.23,13.041,12.985,12.871,12.787,12.798,12.796,12.724,12.735,12.615,12.568,12.449,12.358,12.344,12.223,12.135,12.084,12.086,11.877,11.834,11.753,11.668,11.562,11.418,11.308,11.165,11.018,10.899,10.748,10.684,10.667,10.459,10.271,10.235,10.213,9.984,9.769,9.679,9.533,9.417,9.291,9.092,9.028,8.948,8.808,8.706,8.595,8.501,8.387,8.224,8.216,8.18,8.019,7.823,7.806,7.697,7.535,7.514,7.512,7.453,7.278,7.122,7.088,7.048,6.898,6.791,6.765,6.647,6.516,6.472,6.444,6.288,6.204,6.084,6.137,6.119,5.891,5.818,5.814,5.722,5.63,5.584,5.52,5.474,5.381,5.322,5.164,5.099,5.072,5.037,4.935,4.762,4.745,4.696,4.676,4.62,4.562,4.449,4.323,4.265,4.228,4.111,4.012,3.973,3.864,3.846,3.718,3.663,3.66,3.63,3.62,3.576,3.598,3.628,3.507,3.459,3.472,3.358,3.301,3.288,3.24,3.14,3.013,3,2.966,2.934,2.978,3.093,2.995,2.866,2.908,2.936,2.819,2.755,2.812,2.647,2.564,2.575,2.59,0.017,2.37,NaN
20,123.696,120.839,119.531,113.083,110.647,111.197,111.563,112.406,116.755,117.958,117.947,116.859,117.157,114.478,109.694,106.237,99.029,94.869,87.997,80.646,73.729,66.519,59.683,53.503,48.226,43.903,40.667,37.381,34.02,30.876,27.865,25.535,23.625,22.003,20.638,19.39,18.36,17.455,16.818,16.396,15.963,15.629,15.098,14.702,14.518,14.394,14.232,14.005,13.715,13.533,13.58,13.402,13.234,13.104,13.101,13.035,13.055,13.036,13.032,12.901,12.805,12.672,12.604,12.549,12.528,12.421,12.304,12.271,12.116,12.081,12.025,11.96,11.771,11.628,11.579,11.394,11.255,11.195,11.1,10.963,10.892,10.739,10.539,10.458,10.39,10.222,10.096,10.005,9.773,9.642,9.566,9.392,9.314,9.192,9.058,8.976,8.904,8.768,8.611,8.467,8.437,8.368,8.266,8.083,8.009,7.912,7.758,7.761,7.759,7.561,7.479,7.366,7.302,7.205,7.136,6.958,6.915,6.884,6.765,6.643,6.6,6.487,6.41,6.29,6.29,6.281,6.06,5.922,5.911,5.903,5.757,5.756,5.692,5.605,5.516,5.451,5.306,5.295,5.229,5.21,5.059,4.912,4.886,4.842,4.807,4.764,4.739,4.634,4.553,4.467,4.357,4.277,4.179,4.154,4.023,3.982,3.934,3.846,3.808,3.794,3.79,3.772,3.759,3.778,3.74,3.69,3.595,3.54,3.534,3.486,3.37,3.367,3.298,3.228,3.189,3.204,3.152,3.214,3.179,3.096,3.099,3.111,2.993,2.951,2.96,2.843,2.809,2.766,2.711,0.018,4.59,NaN
21,119.698,117.221,112.746,114.156,112.137,111.64,109.879,109.334,115.298,120.073,114.831,113.948,114.72,114.285,113.264,108.981,102.445,98.415,92.057,84.508,76.432,69.007,62.478,55.758,50.069,45.535,42.12,38.615,35.016,31.74,28.699,26.22,24.266,22.6,21.109,19.767,18.64,17.64,17.047,16.631,16.142,15.77,15.276,14.883,14.621,14.496,14.364,14.154,13.847,13.666,13.644,13.491,13.339,13.238,13.201,13.164,13.186,13.104,13.138,13.064,12.898,12.784,12.756,12.706,12.561,12.526,12.436,12.417,12.256,12.147,12.037,12.025,11.924,11.731,11.683,11.495,11.36,11.248,11.172,11.073,10.931,10.777,10.604,10.514,10.46,10.328,10.207,10.153,9.95,9.847,9.755,9.506,9.417,9.347,9.238,9.124,9.043,8.957,8.778,8.623,8.632,8.552,8.427,8.224,8.152,8.088,7.915,7.878,7.864,7.725,7.614,7.487,7.413,7.321,7.182,7.055,7.006,6.944,6.911,6.787,6.742,6.633,6.541,6.399,6.359,6.329,6.159,6.085,6.058,6.007,5.883,5.823,5.762,5.748,5.645,5.531,5.438,5.443,5.348,5.316,5.187,5.108,5.018,5.012,5.016,4.921,4.813,4.748,4.639,4.526,4.468,4.398,4.385,4.305,4.149,4.177,4.126,4.017,3.967,3.94,3.949,3.906,3.922,3.932,3.879,3.801,3.787,3.714,3.663,3.613,3.598,3.543,3.442,3.392,3.393,3.347,3.304,3.367,3.306,3.257,3.248,3.218,3.103,3.087,3.07,2.877,2.9,2.946,2.9,0.017,5.73,NaN
22,114.106,114.106,115.564,113.433,112.09,114.82,114.62,117.585,112.436,114.503,123.438,126.746,131.336,135.176,140.448,147.719,147.032,143.224,145.029,140.473,131.546,120.876,109.701,99.814,89.506,80.696,74.127,67.03,59.544,53.064,46.816,41.99,38.235,34.949,32.22,29.733,27.548,25.917,24.712,23.971,23.246,22.561,21.716,21.07,20.789,20.541,20.351,19.89,19.43,19.212,19.174,19.036,18.807,18.673,18.611,18.606,18.586,18.567,18.595,18.498,18.296,18.113,18.034,17.963,17.906,17.85,17.746,17.713,17.607,17.603,17.455,17.346,17.157,17.026,16.923,16.75,16.544,16.367,16.219,16.09,16.078,15.893,15.667,15.608,15.545,15.218,15.013,14.903,14.736,14.564,14.318,14.134,14.054,13.826,13.66,13.539,13.336,13.155,12.907,12.636,12.517,12.345,12.105,11.896,11.718,11.485,11.287,11.189,11.127,10.885,10.663,10.444,10.301,10.205,9.973,9.748,9.579,9.472,9.23,9.095,9.004,8.872,8.683,8.495,8.405,8.416,8.13,7.97,7.863,7.75,7.572,7.516,7.45,7.301,7.072,6.936,6.891,6.799,6.715,6.645,6.406,6.237,6.182,6.115,5.933,5.868,5.736,5.621,5.48,5.258,5.195,5.148,4.98,4.881,4.785,4.797,4.626,4.452,4.453,4.358,4.299,4.222,4.142,4.147,3.951,3.873,3.934,3.787,3.613,3.552,3.499,3.474,3.357,3.267,3.26,3.213,3.05,3.087,3.071,2.933,2.964,3.019,2.824,2.727,2.784,2.647,2.526,2.554,2.59,0.034,4.81,13.1
23,123.665,124.143,122.177,118.522,117.686,121.175,121.316,121.258,124.959,128.81,134.419,134.814,134.95,137.513,139.528,139.175,135.921,133.634,127.222,119.944,110.729,100.768,92.037,83.218,75.632,69.379,64.703,59.536,54.12,49.426,44.964,41.387,38.652,36.248,34.195,32.304,30.756,29.522,28.646,28.159,27.559,26.958,26.255,25.824,25.633,25.403,25.109,24.658,24.344,24.168,24.064,23.837,23.577,23.394,23.434,23.459,23.557,23.603,23.564,23.358,23.16,22.953,22.853,22.926,22.887,22.794,22.674,22.633,22.538,22.542,22.388,22.245,22,21.874,21.824,21.65,21.396,21.287,21.17,21.06,20.957,20.701,20.467,20.405,20.319,20.025,19.756,19.635,19.52,19.303,19.044,18.854,18.766,18.476,18.282,18.133,17.896,17.633,17.399,17.141,16.955,16.744,16.516,16.24,16.09,15.867,15.647,15.519,15.403,15.188,14.961,14.719,14.586,14.41,14.191,13.953,13.794,13.712,13.484,13.318,13.216,13.03,12.835,12.625,12.551,12.52,12.251,12.032,11.917,11.84,11.657,11.543,11.447,11.369,11.185,10.97,10.844,10.828,10.706,10.563,10.336,10.261,10.187,10.088,9.908,9.841,9.749,9.569,9.422,9.226,9.178,9.069,8.934,8.892,8.765,8.73,8.566,8.461,8.472,8.313,8.193,8.093,7.982,7.989,7.821,7.688,7.697,7.6,7.491,7.371,7.278,7.272,7.169,7.089,7.048,7.015,6.86,6.903,6.88,6.718,6.741,6.772,6.607,6.515,6.606,6.442,6.325,6.341,6.399,0.041,1.81,15.1
24,122.054,118.502,119.397,120.895,118.373,112.31,118.504,122.927,118.545,121.209,130.313,132.972,132.013,141.63,142.666,141.626,142.39,143.718,141.684,135.546,126.085,114.475,103.231,92.517,82.36,74.045,67.545,61.018,54.413,48.507,43.025,38.504,35.122,32.311,29.798,27.651,25.902,24.386,23.3,22.56,21.856,21.403,20.831,20.319,19.903,19.684,19.652,19.486,19.223,19.001,18.93,18.87,18.857,18.803,18.838,18.895,18.921,18.799,18.789,18.818,18.744,18.718,18.702,18.593,18.457,18.482,18.484,18.41,18.242,18.136,17.993,17.946,17.753,17.589,17.527,17.327,17.164,17.069,16.887,16.681,16.582,16.465,16.207,16.002,15.875,15.714,15.501,15.243,14.997,14.815,14.624,14.31,14.12,13.924,13.699,13.498,13.271,13.08,12.834,12.517,12.356,12.227,11.972,11.681,11.529,11.314,11.025,10.842,10.781,10.609,10.315,10.025,9.855,9.719,9.544,9.283,9.144,8.993,8.719,8.515,8.397,8.227,8.005,7.822,7.712,7.586,7.369,7.198,7.09,6.921,6.697,6.677,6.641,6.497,6.291,6.202,6.105,5.929,5.791,5.751,5.596,5.41,5.257,5.201,5.157,5.09,4.926,4.813,4.734,4.579,4.461,4.346,4.256,4.134,4.033,4.02,3.876,3.739,3.782,3.736,3.695,3.614,3.576,3.552,3.405,3.3,3.307,3.299,3.191,3.091,2.964,2.899,2.772,2.807,2.807,2.751,2.64,2.744,2.723,2.66,2.684,2.739,2.576,2.533,2.562,2.419,2.37,2.439,2.445,0.028,7.85,14.77
25,114.766,120.838,121.957,117.863,117.83,111.896,114.079,116.88,125.024,131.953,133.344,129.842,131.766,136.014,142.69,149.012,148.891,145.364,140.159,135.647,127.699,118.219,106.641,94.797,84.407,75.898,69.172,62.285,55.523,49.356,43.375,38.75,35.296,32.154,29.596,27.487,25.633,24.034,22.967,22.158,21.386,20.976,20.436,19.855,19.448,19.228,19.172,19.007,18.71,18.443,18.465,18.542,18.421,18.271,18.287,18.431,18.437,18.276,18.309,18.439,18.318,18.255,18.244,18.158,18.101,18.039,18.052,18.015,17.811,17.685,17.582,17.512,17.432,17.251,17.092,16.939,16.863,16.73,16.516,16.35,16.253,16.1,15.9,15.755,15.556,15.351,15.121,14.941,14.747,14.544,14.32,14.046,13.832,13.612,13.391,13.261,13.03,12.843,12.58,12.246,12.089,11.958,11.715,11.422,11.288,11.068,10.783,10.63,10.572,10.349,10.087,9.864,9.652,9.468,9.314,9.031,8.839,8.72,8.519,8.362,8.192,7.947,7.805,7.575,7.473,7.493,7.171,6.968,6.891,6.768,6.559,6.478,6.33,6.263,6.161,5.983,5.805,5.662,5.628,5.591,5.314,5.129,5.104,5.027,4.903,4.85,4.812,4.694,4.529,4.369,4.288,4.182,4.041,3.921,3.86,3.845,3.685,3.572,3.591,3.552,3.476,3.464,3.479,3.497,3.317,3.22,3.233,3.182,3.074,3.024,2.901,2.819,2.718,2.756,2.731,2.623,2.65,2.751,2.65,2.537,2.675,2.712,2.446,2.395,2.546,2.378,2.235,2.292,2.379,0.027,4.12,14.1
