0,200,202.5,205,207.5,210,212.5,215,217.5,220,222.5,225,227.5,230,232.5,235,237.5,240,242.5,245,247.5,250,252.5,255,257.5,260,262.5,265,267.5,270,272.5,275,277.5,280,282.5,285,287.5,290,292.5,295,297.5,300,302.5,305,307.5,310,312.5,315,317.5,320,322.5,325,327.5,330,332.5,335,337.5,340,342.5,345,347.5,350,352.5,355,357.5,360,362.5,365,367.5,370,372.5,375,377.5,380,382.5,385,387.5,390,392.5,395,397.5,400,402.5,405,407.5,410,412.5,415,417.5,420,422.5,425,427.5,430,432.5,435,437.5,440,442.5,445,447.5,450,452.5,455,457.5,460,462.5,465,467.5,470,472.5,475,477.5,480,482.5,485,487.5,490,492.5,495,497.5,500,502.5,505,507.5,510,512.5,515,517.5,520,522.5,525,527.5,530,532.5,535,537.5,540,542.5,545,547.5,550,552.5,555,557.5,560,562.5,565,567.5,570,572.5,575,577.5,580,582.5,585,587.5,590,592.5,595,597.5,600,602.5,605,607.5,610,612.5,615,617.5,620,622.5,625,627.5,630,632.5,635,637.5,640,642.5,645,647.5,650,652.5,655,657.5,660,662.5,665,667.5,670,672.5,675,677.5,680,682.5,685,687.5,690,692.5,695,697.5,700,702.5,705,707.5,710,712.5,715,717.5,720,722.5,725,727.5,730,732.5,735,737.5,740,742.5,745,747.5,1,2,3
1,-16.496,9.507,376.096,372.625,369.331,363.615,362.129,354.14,338.542,323.551,308.26,295.318,281.892,262.638,240.602,223.267,210.808,202.456,195.618,189.631,184.415,178.851,174.076,171.686,170.815,169.233,167.288,165.663,164.292,162.984,160.829,158.234,155.736,153.337,150.724,147.527,143.738,139.31,134.749,130.224,125.088,119.191,112.857,106.545,101.05,96.642,92.32,88.017,83.714,80.023,77.336,74.221,70.957,68.277,65.78,62.757,60.31,58.063,55.722,52.938,50.096,47.775,45.359,42.753,40.706,38.677,37.159,35.947,35.076,34.436,33.731,32.637,30.953,29.28,27.895,26.443,24.621,23.52,23.414,22.182,20.125,18.145,16.619,15.405,14.362,13.409,11.888,10.155,8.692,7.52,6.734,6.278,5.46,4.469,3.981,3.637,3.071,2.595,2.279,2.095,1.501,1.277,0.817,0.341,0.307,0.119,-0.425,-0.872,-0.932,-1.244,-1.809,-2.207,-2.761,-3.095,-3.227,-3.104,-3.349,-3.703,-4.033,-4.302,-4.255,-4.668,-5.172,-4.946,-5.334,-5.763,-5.953,-6.184,-6.244,-6.454,-6.552,-7.122,-7.364,-7.163,-7.317,-7.449,-7.562,-7.675,-7.986,-8.041,-7.804,-8.067,-8.152,-8.412,-8.607,-8.702,-8.794,-8.965,-9.226,-8.857,-8.988,-9.258,-9.352,-9.759,-9.616,-9.672,-9.782,-9.821,-10.057,-9.841,-10.246,-10.417,-10.249,-10.73,-10.982,-10.151,-10.337,-11.039,-10.892,-10.861,-10.916,-10.866,-10.672,-11.321,-11.335,-10.789,-11.341,-11.259,-11.445,-11.813,-11.341,-11.267,-11.679,-11.976,-11.644,-11.785,-12.464,-11.606,-12.115,-12.532,-12.588,-12.85,-12.853,-12.135,-12.703,-12.963,-12.632,-12.951,-12.338,-12.14,-12.38,-12.894,-13.066,-13.14,-13.313,-13.475,-13.331,-13.745,-13,-13.117,-13.434,-13.074,-13.526,-13.464,-13.223,-13.665,-12.737,-12.471,-13.615,-13.737,2.81,185,66.3
2,-6.04,9.907,389.885,394.15,395.311,386.576,379.563,372.483,365.563,355.444,340.134,328.339,315.895,294.894,272.191,253.775,240.367,231.297,223.713,217.352,211.505,204.97,199.52,197.342,196.212,194.526,192.473,190.759,188.932,187.159,185.605,182.473,179.389,176.562,174.103,170.648,166.212,161.236,156.424,151.649,146.084,139.846,133.142,126.799,121.029,116.288,111.73,107.468,102.594,98.683,96.182,92.985,89.904,86.797,84.201,81.049,78.288,76.392,73.774,70.974,67.938,65.448,62.876,60.169,58.143,55.998,54.343,53.078,52.212,51.398,51.017,49.789,47.872,45.901,44.49,43.267,41.116,40.178,39.989,38.581,36.403,34.262,32.931,31.706,30.687,29.206,27.704,26.012,24.484,23.407,22.537,22.101,21.008,19.881,19.349,18.889,18.379,17.89,17.605,17.114,16.394,16.114,15.603,15.199,15.137,14.959,14.117,13.491,13.632,12.928,12.43,12.259,11.695,11.041,10.859,11.139,10.642,10.255,10.072,9.607,9.53,9.088,8.721,8.381,7.984,7.816,7.501,7.238,7.328,7.112,6.59,6.072,6.046,5.936,5.813,5.758,5.434,5.318,5.074,4.904,4.908,4.819,4.56,4.188,4.235,4.06,3.528,3.291,3.235,3.179,3.311,3.422,3.003,2.541,2.949,2.55,2.075,2.145,2.021,1.659,1.676,1.786,2.138,1.575,1.217,1.761,1.676,0.946,0.668,0.66,0.573,0.189,0.218,0.608,0.337,0.496,0.585,0.103,0.183,-0.008,-0.095,-0.203,-0.111,-0.778,-1.322,-0.744,-1.008,-1.312,-1.438,-1.616,-1.781,-1.381,-1.752,-1.425,-1.717,-1.866,-1.335,-2.008,-1.772,-1.725,-1.864,-2.272,-2.845,-2.986,-2.832,-3.068,-2.948,-2.749,-3.228,-2.262,-3.049,-2.818,-2.322,-2.986,-2.388,-2.511,-3.114,-2.395,-2.883,-3.802,3.43,263,84.2
3,-5.41,10.109,402.729,395.848,388.375,400.957,398.58,375.196,372.522,366.385,356.897,345.774,334.698,313.442,288.967,268.757,255.169,245.805,237.002,230.066,224.165,217.696,211.448,208.643,207.427,205.836,203.216,201.514,199.703,197.642,195.097,191.748,189.307,186.29,183.057,179.125,175.006,169.643,164.34,159.33,153.645,147.026,140.069,133.813,127.779,122.836,118.074,113.967,109.124,105.078,102.395,99.206,95.746,92.716,90.339,86.952,84.117,81.774,79.418,76.448,73.478,71.114,68.45,65.805,63.333,61.417,59.624,58.251,57.216,56.353,55.974,54.222,52.589,50.66,49.239,47.545,45.481,44.78,44,42.938,40.727,38.662,36.829,35.385,34.679,33.015,31.612,29.923,28.277,26.99,26.033,25.742,24.5,23.529,22.973,22.405,21.714,21.101,20.954,20.326,19.737,19.442,18.82,18.205,18.015,18.069,17.032,16.559,16.764,16.057,15.451,14.908,14.421,13.667,13.511,13.876,13.337,12.962,12.694,12.263,11.988,11.456,11.472,10.839,10.457,10.129,9.886,9.63,9.461,9.312,8.676,8.255,8.416,8.104,7.913,7.741,7.535,7.282,6.91,6.939,6.841,6.81,6.596,6.205,6.163,5.76,5.579,5.232,4.887,5.253,4.926,5.05,4.866,4.246,4.656,3.938,3.727,4.017,3.178,3.56,3.207,3.272,3.46,2.56,2.703,2.961,2.875,2.566,2.243,2.76,2.166,1.89,2.026,1.189,2.072,1.696,0.943,1.785,1.25,1.327,1.256,1.145,1.602,0.509,0.145,1.043,-0.711,-0.231,-0.377,-0.549,-0.364,-0.583,0.519,-0.124,-1.006,-0.302,-1.27,-1.17,-0.817,-0.721,-0.382,-1.237,-1.407,-0.731,-1.947,-1.862,-1.563,-3.083,-1.584,-1.68,-2.122,-2.206,-2.591,-1.8,-2.209,-2.619,-1.498,-3.407,-3.024,-1.901,3.02,307,122
4,-4.197,10.321,402.394,405.92,401.375,395.64,405.046,395.716,382.099,375.342,374.082,370.1,356.977,334.685,309.554,288.547,273.096,263.639,255.179,247.955,240.75,234.272,228.642,225.279,223.523,221.375,219.255,216.671,214.141,211.877,209.505,205.306,201.876,198.665,195.177,190.406,185.272,180.127,174.456,168.993,162.859,156.302,149.381,142.502,136.625,131.628,126.722,122.091,117.67,113.552,110.358,106.777,103.555,100.752,97.796,94.592,91.604,89.34,86.518,83.585,80.707,77.787,74.948,72.002,69.992,67.737,65.86,64.309,63.396,62.342,61.377,60.395,58.292,56.235,54.765,53.293,51.156,49.839,49.592,48.23,45.836,43.465,42.057,40.836,39.629,38.266,36.653,34.861,33.028,31.771,30.97,30.312,29.187,28.115,27.488,26.868,26.171,25.592,25.143,24.647,23.976,23.653,22.953,22.367,22.232,21.866,21.014,20.55,20.592,19.755,19.121,18.881,17.986,17.267,17.238,17.431,16.942,16.482,16.165,15.553,15.216,14.941,14.602,14.157,13.79,13.56,13.114,12.718,12.674,12.265,11.758,11.274,11.176,11.088,10.896,10.788,10.338,10.065,9.834,9.69,9.523,9.46,9.291,8.796,8.652,8.665,8.161,7.794,7.564,7.664,7.421,7.495,7.172,6.632,6.927,6.523,6.154,6.18,6.017,5.738,5.537,5.728,5.554,4.809,4.899,5.037,5.033,4.363,4.279,4.159,4.501,4.086,3.577,3.595,3.47,3.238,3.459,3.611,3.228,3.187,3.136,2.83,2.778,2.608,1.845,1.922,2.244,1.628,1.525,1.415,1.129,1.181,1.025,1.013,0.824,0.734,0.672,0.132,0.696,0.696,0.71,0.649,0.112,0.338,0.206,-0.306,-0.167,-0.363,-0.606,-0.593,-0.892,-0.651,-1.031,-0.384,-0.401,-1.578,-0.772,-1.024,-1.352,-1.313,3.1,376,152
5,-4.815,10.387,418.577,408.075,396.358,401.814,400.668,387.744,387.668,384.63,376.566,371.309,359.314,335.357,309.593,286.918,272.562,263.452,254.352,246.918,240.942,234.188,228.443,224.839,223.175,222.404,218.89,216.104,213.827,212.027,208.531,205.273,202.41,198.655,194.164,190.109,185.829,179.39,173.786,168.394,162.651,156.197,149.046,142.375,136.38,131.485,126.567,122.163,117.165,112.983,109.756,107.133,103.721,100.226,97.275,94.07,91.621,88.245,86.089,82.954,80.049,77.483,74.233,71.958,69.497,67.207,65.333,64.081,62.71,62.146,61.51,59.568,57.911,56.044,54.973,52.675,50.626,49.67,49.118,47.91,45.525,43.326,41.368,40.467,39.537,37.658,36.01,34.269,32.742,31.434,30.624,30,28.647,27.566,27.162,26.618,25.568,25.047,24.804,24.351,23.661,23.249,22.75,22.038,21.549,21.319,20.875,20.281,20.006,19.434,18.731,18.491,17.784,16.921,16.918,16.889,16.548,16.093,15.997,15.184,14.87,14.616,13.651,13.987,13.78,13.314,12.531,12.16,12.368,11.478,11.551,11.498,10.658,10.624,10.475,10.433,9.867,9.919,9.834,8.941,9.145,8.804,8.736,8.366,8.338,8.436,7.201,7.517,7.629,7.345,7.397,7.089,6.812,5.559,5.732,6.736,5.228,5.993,6.193,5.089,5.188,5.281,5.984,4.84,3.855,5.602,4.543,3.535,4.046,3.761,3.14,2.634,2.877,2.972,3.979,4.44,1.614,3.01,2.223,1.905,2.087,1.393,2.651,4.053,2.858,2.602,2.501,1.848,1.192,1.245,1.567,0.332,0.244,1.834,-0.408,0.152,0.733,-0.414,0.169,0.35,0.594,-0.093,-1.188,0.183,-0.878,-1.593,0.407,-1.446,-0.741,0.021,-1.299,-0.444,-1.716,-1.465,-1.234,-2.53,-2.105,0.425,-0.307,-1.469,4.13,418,152
6,-2.246,10.498,413.051,421.7,418.542,409.025,405.629,418.168,414.747,405.867,404.863,409.366,401.436,374.021,342.954,317.838,300.562,289.533,279.972,271.189,263.626,255.895,249.243,245.508,244.267,241.784,238.756,236.357,234.007,231.158,227.198,223.942,220.029,215.709,211.573,207.014,201.146,194.63,188.19,182.274,175.882,168.512,160.911,153.642,147.714,142.402,137.312,132.281,127.587,123.403,119.902,116.767,113.132,109.845,106.683,103.964,100.915,97.802,95.151,92.375,89.353,86.249,83.663,80.605,78.15,75.881,73.944,72.241,70.891,70.21,68.962,67.834,65.508,63.424,61.808,60.052,58.001,56.409,56.221,54.682,52.224,49.795,48.152,46.836,45.456,44.221,42.437,40.593,38.769,37.447,36.458,35.678,34.642,33.342,32.647,31.947,31.294,30.637,30.135,29.614,28.755,28.448,27.645,27.079,26.763,26.589,25.716,25.011,25.079,24.256,23.697,23.095,22.465,21.742,21.289,21.638,21.133,20.576,20.073,19.687,19.376,18.68,18.475,18.248,17.702,17.276,16.941,16.554,16.291,16.111,15.696,14.876,14.809,14.757,14.462,14.124,13.836,13.701,13.12,13.082,13.008,12.858,12.525,12.146,12.054,11.495,11.273,11.125,10.638,11.098,10.775,10.656,10.099,9.657,9.78,9.437,9.41,9.416,9.17,8.93,8.667,8.872,8.426,7.593,7.632,7.77,7.593,7.238,7.604,7.119,6.913,7.388,6.692,6.32,6.639,5.758,5.82,5.932,5.615,5.632,5.262,5.752,5.312,4.831,5.649,4.691,4.157,5.039,4.042,3.795,3.479,3.379,3.323,3.222,3.533,3.238,3.123,3.817,2.906,3.309,3.062,2.241,2.941,2.481,1.716,2.308,1.676,2.047,1.462,1.932,1.573,1.129,1.898,1.772,1.42,2.716,2.094,1.266,2.763,0.719,4.71,623,179
7,-14.059,9.748,384.617,378.45,379.209,382.376,380.277,373.799,365.216,357.625,345.256,332.298,315.829,292.107,264.907,244.146,229.747,220.724,213.034,206.255,201.393,195.942,190.854,188.297,187.708,186.185,184.299,182.49,180.834,178.998,176.472,174.154,171.438,168.685,165.608,162.018,158.023,153.599,148.754,144.037,138.852,132.818,126.554,120.087,114.679,109.818,105.226,101.091,96.881,92.793,88.987,86.107,82.818,80.013,77.211,74.21,71.329,68.366,66.255,63.566,60.675,57.767,55.149,52.541,49.955,48.026,46.449,45.042,43.484,42.812,42.467,40.788,39.037,37.275,35.875,34.057,32.055,31.397,30.998,29.624,27.391,25.219,23.461,22.241,21.514,20.121,18.595,16.892,15.21,13.881,13.108,12.643,11.512,10.569,10.059,9.605,8.962,8.452,8.232,7.829,7.301,6.931,6.387,5.817,5.681,5.75,4.837,4.398,4.447,3.947,3.207,2.864,2.491,1.798,1.804,2.038,1.567,1.165,0.854,0.453,0.177,-0.057,-0.263,-0.573,-0.829,-1.123,-1.389,-1.784,-1.782,-1.868,-2.543,-2.759,-2.764,-2.888,-3.052,-3.17,-3.522,-3.718,-3.78,-3.898,-4.191,-4.137,-4.201,-4.434,-4.595,-4.725,-5.077,-5.378,-5.347,-5.448,-5.475,-5.252,-5.686,-6.091,-5.879,-6.053,-6.179,-6.4,-6.082,-6.613,-6.787,-6.657,-6.921,-7.292,-7.144,-7.128,-7.199,-7.576,-7.346,-7.46,-7.353,-7.261,-7.94,-7.492,-7.487,-8.484,-7.736,-7.884,-8.309,-8.212,-8.18,-8.271,-8.531,-9.145,-8.731,-8.819,-9.367,-8.912,-9.128,-9.063,-9.474,-9.391,-9.374,-9.807,-9.175,-9.464,-10.385,-10.31,-10.006,-9.728,-9.777,-10.151,-10.599,-10.394,-10.469,-10.794,-10.803,-10.028,-10.055,-10.487,-10.428,-10.216,-10.083,-10.57,-10.638,-10.605,-10.37,-10.662,-11.312,-10.555,4.35,214.5,72.5
8,-8.182,10.311,405.753,400.083,404.134,394.846,409.692,404.879,391.879,387.981,387.471,383.196,367.17,344.346,314.624,290.885,274.274,264.149,255.022,247.358,240.796,234.368,227.777,224.336,223.956,221.906,219.519,216.944,215.487,213.346,210.833,207.706,204.478,200.919,197.538,193.494,188.148,183.056,177.134,171.713,165.613,158.774,151.377,144.142,138.486,132.936,128.142,123.089,118.55,114.001,110.249,107.117,103.828,100.422,97.252,94.262,90.874,88.31,85.64,82.657,79.474,76.203,73.644,70.688,68.067,65.702,63.857,62.24,61.012,59.92,59.242,58.008,55.519,53.581,52.186,50.624,48.069,46.684,46.806,45.248,42.8,40.673,38.968,37.413,36.286,34.98,33.334,31.471,29.737,28.43,27.377,26.758,25.6,24.491,23.753,23.191,22.556,21.807,21.517,21.023,20.341,19.867,19.248,18.698,18.274,18.201,17.406,16.761,16.736,15.981,15.404,14.882,14.313,13.666,13.528,13.68,13.11,12.642,12.141,11.711,11.372,10.923,10.755,10.148,9.776,9.488,9.247,8.886,8.735,8.561,7.72,7.468,7.485,7.237,7.002,6.829,6.491,6.126,5.866,5.823,5.489,5.414,5.214,4.864,4.594,4.412,4.206,3.552,3.628,3.915,3.668,3.42,3.083,2.876,2.595,2.427,2.658,2.064,2.261,2.075,1.896,1.766,1.255,1.254,0.784,0.914,1.397,0.482,0.51,0.422,0.73,0.242,-0.671,0.176,-0.326,-0.745,0.187,-0.615,-0.794,-0.595,-0.673,-0.688,-1.143,-1.239,-1.184,-2.372,-1.645,-1.645,-2.29,-2.619,-2.797,-2.958,-2.645,-2.561,-2.7,-2.565,-2.952,-2.939,-2.804,-3.03,-3.226,-3.543,-4.132,-4.016,-3.492,-4.051,-4.531,-3.94,-3.912,-4.167,-4.099,-3.674,-3.789,-4.012,-3.668,-4.08,-4.446,-4.364,-4.995,-5.495,3.12,334,127
9,-6.492,9.152,286.47,281.948,277.486,272.523,266.388,257.837,246.068,231.354,213.773,199.543,186.951,169.18,147.946,130.718,118.319,110.363,104.113,99.034,94.968,90.649,86.504,83.981,82.989,82.205,81.177,79.984,78.873,77.849,77.139,75.969,74.155,72.391,70.7,68.896,66.466,63.695,60.749,58.091,55.286,52.157,48.628,45.33,42.667,40.534,38.941,37.261,35.563,34.195,32.748,31.617,30.556,29.598,28.479,27.413,26.6,25.767,24.905,23.968,23.208,22.418,21.588,20.61,20.291,19.836,19.66,19.852,19.511,19.456,19.361,18.776,18.435,17.861,17.196,16.429,15.944,15.316,14.765,14.418,13.621,12.646,12.142,11.79,11.107,10.537,10.068,9.211,8.376,7.992,7.89,7.913,7.848,7.437,7.01,6.709,6.411,6.04,5.787,5.641,5.408,5.152,4.872,4.493,4.447,4.258,4.042,4.106,3.879,3.691,3.474,3.052,2.611,2.073,1.741,2.005,2.201,2.224,2.184,2.171,2.138,1.876,1.596,1.029,0.829,0.671,0.522,0.42,0.166,0.215,-0.096,-0.546,-0.791,-0.713,-0.553,-0.413,-0.371,-0.872,-1.109,-0.713,-0.735,-0.898,-0.88,-0.723,-1.074,-1.268,-1.173,-1.758,-1.718,-1.748,-1.955,-1.752,-1.953,-1.582,-1.785,-2.401,-2.087,-2.207,-2.309,-2.813,-2.824,-2.277,-2.616,-2.753,-2.836,-2.976,-2.916,-3.224,-3.172,-2.685,-2.643,-2.871,-3.241,-3.225,-2.879,-3.583,-3.688,-3.145,-3.579,-3.379,-3.373,-3.336,-3.508,-3.992,-4.11,-3.878,-4.061,-4.441,-4.61,-4.393,-4.285,-4.07,-4.073,-4.326,-4.501,-4.569,-4.956,-4.463,-4.742,-5.047,-4.826,-5.1,-5.233,-4.802,-5.148,-5.037,-4.678,-5.403,-5.514,-5.028,-5.673,-5.014,-5.025,-5.566,-4.811,-5.522,-4.942,-4.967,-6.023,-4.645,3.86,326,112
